profil_id,age,sexe,region,voie_bac,serie_bac,domaine_technique_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P01453,18,M,Boeny,Général,C,,12.14,10.4,14.4,13.6,14.0,9.9,12.7,12.2,12.2,11.7,13.5,10.3,10.8,Francais; Physique_Chimie; SVT,rigueur; créativité; ingénierie des infrastructures routières et hydrauliques; persévérance,Construction; Architecture,aime dessiner des plans de maisons ou des croquis d'aménagement,Entrepreneur en BTP; travailler à l'international,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01454,18,M,Boeny,Général,D,,15.29,10.8,18.6,15.0,13.4,14.3,14.9,14.1,15.6,16.5,17.3,14.9,18.1,EPS; Informatique; Physique_Chimie,maintenance hardware et microcontrôleurs; persévérance; rigueur; gestion de production industrielle; aisance relationnelle; robotique et domotique; autonomie,Automobile et aéronautique,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a monté et dépanné des ordinateurs pour son entourage,Spécialiste en robotique et domotique,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",True,EMII
P01455,17,F,Fitovinany,Professionnel et technique,TAMB,Industriel,10.39,9.5,9.1,9.5,10.6,11.9,16.4,13.9,8.2,10.3,4.7,11.6,9.0,Arts; Histoire_Geo; Malgache,esprit d'équipe; rigueur; management hôtelier et restauration,Hôtellerie; Musique,a effectué un stage d'observation dans un hôtel ou une agence de voyage,Chef de produit touristique; Directeur d'établissement hôtelier; contribuer au développement de Madagascar,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01456,18,M,Atsinanana,Professionnel et technique,PCBTP,Génie civil / BTP,12.34,13.5,10.6,13.6,12.6,12.0,14.3,11.7,12.4,8.3,13.4,13.0,12.7,Anglais; Informatique; Mathematiques; SVT,esprit d'analyse; créativité; droit foncier et minier; curiosité,Gestion,a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Juriste d'affaires; Assistant juridique,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P01457,20,F,Menabe,Professionnel et technique,TAG,Agricole,10.43,9.7,9.0,12.7,7.9,10.8,11.4,10.8,11.3,12.1,9.9,9.4,10.2,Anglais; Economie; Philosophie; SVT,rigueur; développement rural; agroécologie et agriculture biologique; persévérance,Environnement; Santé; Sport,s'occupe d'un petit élevage ou d'un jardin potager,Ingénieur Agronome; Responsable de production animale,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01458,20,F,Ihorombe,Professionnel et technique,CCBTP,Génie civil / BTP,13.52,13.7,18.3,14.2,12.4,15.1,12.9,13.0,13.7,11.8,13.0,11.8,12.3,Malgache; Mathematiques; Philosophie; Physique_Chimie; SVT,sens de l'observation; sens de l'organisation; autonomie; rigueur; ingénierie des infrastructures routières et hydrauliques,Construction; Architecture; Musique,aime dessiner des plans de maisons ou des croquis d'aménagement,Architecte junior; Ingénieur en Bureau d'Études,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01459,19,M,Itasy,Professionnel et technique,TAMB,Industriel,11.93,12.8,14.4,10.8,12.6,10.1,10.1,12.3,11.5,13.0,12.6,11.1,11.9,Economie; Mathematiques; Physique_Chimie,maintenance industrielle pluridisciplinaire; gestion de production industrielle; autonomie; esprit d'équipe,Industrie; Réseaux sociaux,a participé à un club de robotique ou de modélisme; pratique un sport en club depuis plusieurs années,Ingénieur en maintenance industrielle; créer sa propre entreprise,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01460,20,M,Androy,Technologique,TTER,Tertiaire,13.38,13.5,11.5,13.2,14.6,12.7,14.0,13.4,13.7,11.1,15.0,13.3,14.5,Anglais; EPS; Francais; Histoire_Geo,langues étrangères; sens de l'organisation; gestion environnementale de sites touristiques; sens de l'observation; conception de produits touristiques; esprit d'équipe,Voyage; Réseaux sociaux,aime cuisiner et découvrir des plats d'autres cultures,Manager d'agence de voyage; contribuer au développement de Madagascar,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01461,20,F,Androy,Professionnel et technique,TEV,Agricole,9.03,10.1,7.3,9.0,9.0,9.7,10.0,10.5,9.1,7.7,7.4,9.1,9.4,Anglais; Histoire_Geo; Malgache; Mathematiques,créativité; sens de l'organisation; sens de l'observation; conception de produits touristiques,Gastronomie; Sport,a effectué un stage d'observation dans un hôtel ou une agence de voyage,Chargé de valorisation touristique et environnementale; Professionnel du secteur du tourisme; créer sa propre entreprise,Mixte/Itinérant,Tourisme,TEE,Tourisme et Environnement,True,TEH
P01462,17,M,Melaky,Professionnel et technique,TEV,Agricole,12.19,9.4,11.5,17.2,12.2,12.6,12.4,9.4,12.5,11.6,13.3,12.6,11.6,Informatique; Malgache; Philosophie,sécurité alimentaire; biochimie et R&D; sens de l'observation; créativité; esprit d'équipe; normes HACCP et microbiologie,Environnement,aide régulièrement dans l'exploitation agricole familiale; participe à des activités associatives ou de bénévolat,Ingénieur de production en industrie agroalimentaire; Responsable Qualité et Hygiène; avoir un poste à responsabilités,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01463,17,F,Diana,Professionnel et technique,TAG,Agricole,11.4,11.9,9.2,9.2,12.5,12.6,12.3,11.9,10.9,13.2,10.8,11.3,11.0,Anglais; Economie; Francais; Malgache; Mathematiques,normes HACCP et microbiologie; sens de l'organisation; sens de l'observation; aisance relationnelle; sécurité alimentaire,Agriculture,s'occupe d'un petit élevage ou d'un jardin potager; a participé à un club de sciences naturelles ou d'écologie; participe à des activités associatives ou de bénévolat,Chef de production; Ingénieur de production en industrie agroalimentaire; avoir un métier stable,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01464,17,F,Sava,Professionnel et technique,TFFI,Industriel,12.57,10.2,12.9,11.8,14.4,9.2,13.7,12.1,10.0,13.0,16.0,15.7,11.9,Anglais; Arts; Francais; Informatique,production et montage audiovisuel; sens de l'organisation; esprit d'analyse,Programmation; Jeux vidéo; Sport,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Directeur artistique numérique / Motion Designer,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P01465,19,M,Menabe,Général,S,,11.63,15.9,12.5,9.8,11.3,12.5,10.5,12.6,11.5,11.9,7.4,14.0,9.7,Arts; Histoire_Geo; Mathematiques; Physique_Chimie,autonomie; conception architecturale (AutoCAD/ArchiCAD); ingénierie des infrastructures routières et hydrauliques; persévérance; esprit d'analyse,Urbanisme,aime dessiner des plans de maisons ou des croquis d'aménagement; a visité un chantier de construction dans le cadre d'un stage d'observation; a occupé un petit job ou une activité rémunérée pendant les vacances,Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01466,20,F,Menabe,Général,D,,11.28,12.8,9.6,9.8,11.7,13.0,10.3,12.4,10.6,13.1,13.0,6.8,12.2,Economie; Informatique; Malgache,"business intelligence; conception logicielle (UML, Merise); notions d'intelligence artificielle; esprit d'équipe; persévérance",Jeux vidéo; Réseaux sociaux et numérique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Analyste Big Data; Responsable Business Intelligence; avoir un poste à responsabilités,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P01467,19,M,Atsimo-Atsinanana,Technologique,TGI,Industriel,11.53,17.7,9.6,8.0,13.2,12.9,8.1,10.5,10.7,11.4,13.2,11.0,12.1,EPS; Francais; Informatique; Mathematiques,gestion de projets informatiques; sens de l'organisation; analyse statistique et probabilités appliquées; autonomie,Programmation; Musique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a participé à un club informatique ou de robotique au lycée; participe à des activités associatives ou de bénévolat,Analyste Big Data; Data Scientist,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P01468,19,F,Atsimo-Andrefana,Professionnel et technique,TOM,Industriel,13.13,13.4,12.7,12.6,13.1,11.9,12.2,12.1,13.0,15.9,14.9,13.1,12.7,Arts; Economie; Francais; Informatique; Mathematiques,persévérance; traitement du signal et automatique; esprit d'analyse,Industrie; Sport,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en maintenance industrielle,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P01469,18,F,Haute Matsiatra,Professionnel et technique,TOM,Industriel,12.67,14.4,14.8,15.2,13.8,12.1,12.3,10.4,10.7,11.6,10.9,14.7,11.1,Arts; Mathematiques; Physique_Chimie; SVT,persévérance; analyses de laboratoire; créativité,Industrie; Musique,a participé à un club de robotique ou de modélisme; participe à des activités associatives ou de bénévolat,Responsable HSE; Ingénieur minier,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P01470,19,F,Atsinanana,Général,D,,13.93,16.1,12.2,18.1,15.8,14.6,11.2,14.9,11.4,14.1,13.7,13.6,11.4,Francais; Mathematiques; SVT,esprit d'équipe; zootechnie et pisciculture; aisance relationnelle,Environnement,aide régulièrement dans l'exploitation agricole familiale; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable de production animale,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01471,20,F,Itasy,Professionnel et technique,TOM,Industriel,10.28,9.1,8.0,10.2,10.9,9.8,12.6,8.8,9.6,11.3,8.8,11.7,12.5,Anglais; Arts; EPS,créativité; négociation et vente internationale; sens de l'observation,Débat et droit,s'intéresse à l'actualité économique et suit des chaînes d'information; gère les comptes d'une association d'élèves,Responsable export,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,True,EMP
P01472,20,F,Bongolava,Professionnel et technique,TOM,Industriel,17.7,20,18.0,17.9,16.4,18.9,18.6,15.4,17.3,16.8,20,14.2,18.9,Informatique; Malgache; Mathematiques; Physique_Chimie,analyse statistique et probabilités appliquées; sens de l'organisation; autonomie; business intelligence; persévérance; créativité,Technologie; Réseaux sociaux et numérique; Réseaux sociaux,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Responsable Business Intelligence; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01473,20,M,Atsimo-Atsinanana,Technologique,TGC,Génie civil,14.38,13.3,14.4,14.4,15.7,13.9,15.9,13.7,14.5,14.8,10.5,15.8,15.6,Anglais; Arts; Francais,géotechnique; sens de l'observation; esprit d'équipe; persévérance; curiosité,Architecture,a visité un chantier de construction dans le cadre d'un stage d'observation; a réalisé des maquettes ou des plans de construction pour un projet scolaire; pratique un sport en club depuis plusieurs années,Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01474,17,F,Atsimo-Atsinanana,Général,D,,12.01,10.8,15.5,15.1,14.5,10.5,11.6,10.6,9.0,12.5,9.0,11.8,13.2,EPS; Economie; Francais; Physique_Chimie; SVT,gestion de laboratoire d'analyses médicales; esprit d'analyse; persévérance; créativité,Nature,s'occupe d'un petit élevage ou d'un jardin potager; aide régulièrement dans l'exploitation agricole familiale,Responsable de production pharmaceutique; contribuer au développement de Madagascar,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01475,18,F,Haute Matsiatra,Général,S,,14.97,16.5,14.0,14.2,12.8,12.9,16.5,13.8,13.2,18.1,16.5,14.9,16.3,Anglais; Economie; Mathematiques,comptabilité générale et analytique; esprit d'équipe; sens de l'observation; créativité; fiscalité d'entreprise; gestion de trésorerie; autonomie,Économie,gère les comptes d'une association d'élèves,Directeur Administratif et Financier; Trésorier d'entreprise; contribuer au développement de Madagascar,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P01476,19,F,Alaotra-Mangoro,Général,C,,12.53,14.8,10.9,14.2,15.1,9.6,10.8,12.0,13.3,14.2,12.8,11.8,10.9,Economie; Francais; Mathematiques; SVT,persévérance; esprit d'équipe; rigueur; géotechnique; ingénierie des infrastructures routières et hydrauliques; gestion de chantier,Urbanisme; Architecture,a réalisé des maquettes ou des plans de construction pour un projet scolaire,Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01477,18,F,Atsimo-Atsinanana,Professionnel et technique,TPFM,Industriel,15.1,12.7,16.0,16.4,13.0,15.5,15.0,15.5,13.7,16.8,17.0,15.9,13.7,Economie; Informatique; SVT,sens de l'organisation; esprit d'équipe; sens de l'observation; persévérance; développement web et mobile multimédia; production et montage audiovisuel,Programmation; Sport,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a participé à un club informatique ou de robotique au lycée,Directeur artistique numérique / Motion Designer; Ingénieur en technologies de la communication; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P01478,20,F,Anosy,Professionnel et technique,TOM,Industriel,11.47,9.4,10.7,9.5,13.4,10.8,12.3,12.4,8.8,9.8,13.0,16.2,11.3,Anglais; Arts; Histoire_Geo; Informatique,"sens de l'observation; programmation multi-langages (Java, C#, PHP, JavaScript); créativité; administration de bases de données",Robotique,a participé à un club informatique ou de robotique au lycée; pratique un sport en club depuis plusieurs années,Développeur multimédia; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",True,IGGLIA
P01479,18,F,Atsimo-Atsinanana,Professionnel et technique,TFFI,Industriel,12.53,9.8,12.0,12.3,13.3,11.5,12.3,11.1,13.0,13.0,15.0,15.9,11.2,Arts; Francais; Histoire_Geo; Informatique; Philosophie,administration de bases de données; rigueur; notions d'intelligence artificielle; esprit d'analyse; curiosité; aisance relationnelle,Technologie; Bénévolat associatif,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Directeur artistique numérique / Motion Designer; Spécialiste en communication digitale / Community Manager; avoir un poste à responsabilités,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",True,IGGLIA
